PROCESO	INDICADOR	ETAPA	CICLO	CURSO	UNIDAD	VALORR	VALORC
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.4 % alumnos con 3 o m†s suspensos	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	1ß F.P.I.G.M. (Instalaciones ElÇctricas y Autom†ticas)	1ß Ins Aut	96,47	60
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.4 % alumnos con 3 o m†s suspensos	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	1ß F.P.I.G.M. (Gesti¢n Administrativa)	1ß Gesti¢n	62,77	60
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.4 % alumnos con 3 o m†s suspensos	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	1ß F.P.I.G.M. (Actividades Comerciales)	1ß Comerci	94,73	60
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.4 % alumnos con 3 o m†s suspensos	BACHILLERATO	2ß CICLO BACHILLER	SEGUNDO BACHILLERATO	2ßA Bach	31,64	50
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.4 % alumnos con 3 o m†s suspensos	BACHILLERATO	2ß CICLO BACHILLER	SEGUNDO BACHILLERATO	2ßC Bach	67,24	50
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.4 % alumnos con 3 o m†s suspensos	BACHILLERATO	2ß CICLO BACHILLER	SEGUNDO BACHILLERATO	2ßB Bach	4,61	50
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.4 % alumnos con 3 o m†s suspensos	BACHILLERATO	1ß CICLO BACHILLER	PRIMERO BACHILLERATO	1ßB Bach	8,44	50
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.4 % alumnos con 3 o m†s suspensos	BACHILLERATO	1ß CICLO BACHILLER	PRIMERO BACHILLERATO	1ßA Bach	15,79	50
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.4 % alumnos con 3 o m†s suspensos	BACHILLERATO	1ß CICLO BACHILLER	PRIMERO BACHILLERATO	1ßC Bach	3,22	50
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.3 % de alumnos sin suspensos	SECUNDARIA	4ß CICLO ESO	4ß de E.S.O.	ESO 4ßC	58,21	50
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.3 % de alumnos sin suspensos	SECUNDARIA	4ß CICLO ESO	4ß de E.S.O.	ESO 4ßA	7,47	50
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.3 % de alumnos sin suspensos	SECUNDARIA	4ß CICLO ESO	4ß de E.S.O.	ESO 4ßB	44,44	50
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.3 % de alumnos sin suspensos	SECUNDARIA	3ß CICLO ESO	3ß de E.S.O.	ESO 3ßB	57,27	50
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.3 % de alumnos sin suspensos	SECUNDARIA	3ß CICLO ESO	3ß de E.S.O.	ESO 3ßC	95,25	50
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.3 % de alumnos sin suspensos	SECUNDARIA	3ß CICLO ESO	3ß de E.S.O.	ESO 3ßA	24,68	50
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.3 % de alumnos sin suspensos	SECUNDARIA	2ß CICLO ESO	2ß de E.S.O.	ESO 2ßB	23,33	50
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.3 % de alumnos sin suspensos	SECUNDARIA	2ß CICLO ESO	2ß de E.S.O.	ESO 2ßC	73,25	50
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.3 % de alumnos sin suspensos	SECUNDARIA	2ß CICLO ESO	2ß de E.S.O.	ESO 2ßA	68,43	50
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.3 % de alumnos sin suspensos	SECUNDARIA	1ß CICLO ESO	1ß de E.S.O.	ESO 1ßC	29,08	50
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.3 % de alumnos sin suspensos	SECUNDARIA	1ß CICLO ESO	1ß de E.S.O.	ESO 1ßA	85,71	50
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.3 % de alumnos sin suspensos	SECUNDARIA	1ß CICLO ESO	1ß de E.S.O.	ESO 1ßB	53,11	50
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.3 % de alumnos sin suspensos	PRIMARIA	3ß CICLO PRIMARIA	6ß de Educ. Prima.	EPO 6ßA	15,52	70
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.3 % de alumnos sin suspensos	PRIMARIA	3ß CICLO PRIMARIA	6ß de Educ. Prima.	EPO 6ßB	43,67	70
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.3 % de alumnos sin suspensos	PRIMARIA	3ß CICLO PRIMARIA	5ß de Educ. Prima.	EPO 5ßA	37,6	70
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.3 % de alumnos sin suspensos	PRIMARIA	3ß CICLO PRIMARIA	5ß de Educ. Prima.	EPO 5ßB	19,72	70
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.3 % de alumnos sin suspensos	PRIMARIA	2ß CICLO PRIMARIA	4ß de Educ. Prima.	EPO 4ßA	43,82	70
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.3 % de alumnos sin suspensos	PRIMARIA	2ß CICLO PRIMARIA	4ß de Educ. Prima.	EPO 4ßB	8,57	70
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.3 % de alumnos sin suspensos	PRIMARIA	2ß CICLO PRIMARIA	3ß de Educ. Prima.	EPO 3ßA	77,98	70
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.3 % de alumnos sin suspensos	PRIMARIA	2ß CICLO PRIMARIA	3ß de Educ. Prima.	EPO 3ßB	14,16	70
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.3 % de alumnos sin suspensos	PRIMARIA	1ß CICLO PRIMARIA	2ß de Educ. Prima.	EPO 2ßB	97,12	70
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.3 % de alumnos sin suspensos	PRIMARIA	1ß CICLO PRIMARIA	2ß de Educ. Prima.	EPO 2ßA	26,51	70
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.3 % de alumnos sin suspensos	PRIMARIA	1ß CICLO PRIMARIA	1ß de Educ. Prima.	EPO 1ßB	86,19	70
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.3 % de alumnos sin suspensos	PRIMARIA	1ß CICLO PRIMARIA	1ß de Educ. Prima.	EPO 1ßA	67,59	70
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.3 % de alumnos sin suspensos	INFANTIL	2ß CICLO INFANTIL	Tres A§os	E.Inf. 3.B	95,88	85
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.3 % de alumnos sin suspensos	INFANTIL	2ß CICLO INFANTIL	Tres A§os	E.Inf. 3.A	43,65	85
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.3 % de alumnos sin suspensos	INFANTIL	2ß CICLO INFANTIL	Cuatro A§os	E.Inf. 4.A	75,43	85
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.3 % de alumnos sin suspensos	INFANTIL	2ß CICLO INFANTIL	Cuatro A§os	E.Inf. 4.B	83,84	85
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.3 % de alumnos sin suspensos	INFANTIL	2ß CICLO INFANTIL	Cinco A§os	E.Inf. 5.A	10,27	85
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.3 % de alumnos sin suspensos	INFANTIL	2ß CICLO INFANTIL	Cinco A§os	E.Inf. 5.B	66,15	85
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.3 % de alumnos sin suspensos	FORMACION PROFESIONAL	FORMACI‡N PROFESIONAL BµSICA	2ß de F.P.B. (Electricidad y Electr¢nica)	2ß FPB	79,73	80
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.3 % de alumnos sin suspensos	FORMACION PROFESIONAL	FORMACI‡N PROFESIONAL BµSICA	1ß de F.P.B. (Electricidad y Electr¢nica)	1ß FPB	36,06	50
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.3 % de alumnos sin suspensos	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO SUPERIOR	2ß F.P.I.G.S. (Desarrollo de Aplicaciones Multiplataforma)	2 D.A.Mult	74,7	80
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.3 % de alumnos sin suspensos	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO SUPERIOR	2ß F.P.I.G.S. (Administraci¢n y Finanzas)	2ß Adm-Fin	53,87	80
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.3 % de alumnos sin suspensos	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO SUPERIOR	1ß F.P.I.G.S. (Desarrollo de Aplicaciones Multiplataforma)	1 D.A.Mult	20,84	50
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.3 % de alumnos sin suspensos	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO SUPERIOR	1ß F.P.I.G.S. (Administraci¢n y Finanzas)	1ß Adm-Fin	29,89	50
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.3 % de alumnos sin suspensos	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	2ß F.P.I.G.M. (Instalaciones de Telecomunicaciones)	2ß ITelec	4,8	80
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.3 % de alumnos sin suspensos	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	2ß F.P.I.G.M. (Instalaciones ElÇctricas y Autom†ticas)	2ß Ins Aut	20,01	80
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.3 % de alumnos sin suspensos	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	2ß F.P.I.G.M. (Gesti¢n Administrativa)	2ß Gesti¢n	52,1	80
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.3 % de alumnos sin suspensos	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	2ß F.P.I.G.M. (Actividades Comerciales)	2ß Comerci	49,92	80
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.3 % de alumnos sin suspensos	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	1ß F.P.I.G.M. (Instalaciones de Telecomunicaciones)	1ß ITelec	34,02	50
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.3 % de alumnos sin suspensos	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	1ß F.P.I.G.M. (Instalaciones ElÇctricas y Autom†ticas)	1ß Ins Aut	49,02	50
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.3 % de alumnos sin suspensos	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	1ß F.P.I.G.M. (Gesti¢n Administrativa)	1ß Gesti¢n	88,69	50
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.3 % de alumnos sin suspensos	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	1ß F.P.I.G.M. (Actividades Comerciales)	1ß Comerci	3,58	50
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.3 % de alumnos sin suspensos	BACHILLERATO	2ß CICLO BACHILLER	SEGUNDO BACHILLERATO	2ßC Bach	27,33	60
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.3 % de alumnos sin suspensos	BACHILLERATO	2ß CICLO BACHILLER	SEGUNDO BACHILLERATO	2ßB Bach	96,57	60
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.3 % de alumnos sin suspensos	BACHILLERATO	2ß CICLO BACHILLER	SEGUNDO BACHILLERATO	2ßA Bach	48,87	60
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.3 % de alumnos sin suspensos	BACHILLERATO	1ß CICLO BACHILLER	PRIMERO BACHILLERATO	1ßC Bach	28,44	60
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.3 % de alumnos sin suspensos	BACHILLERATO	1ß CICLO BACHILLER	PRIMERO BACHILLERATO	1ßA Bach	14,44	60
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.3 % de alumnos sin suspensos	BACHILLERATO	1ß CICLO BACHILLER	PRIMERO BACHILLERATO	1ßB Bach	46,48	60
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.2 % alumnos que en este momento promocionar°an (basado en el nß real de suspensos)	SECUNDARIA	4ß CICLO ESO	4ß de E.S.O.	ESO 4ßB	54,34	40
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.2 % alumnos que en este momento promocionar°an (basado en el nß real de suspensos)	SECUNDARIA	4ß CICLO ESO	4ß de E.S.O.	ESO 4ßA	6,76	40
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.2 % alumnos que en este momento promocionar°an (basado en el nß real de suspensos)	SECUNDARIA	4ß CICLO ESO	4ß de E.S.O.	ESO 4ßC	70,46	40
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.2 % alumnos que en este momento promocionar°an (basado en el nß real de suspensos)	SECUNDARIA	3ß CICLO ESO	3ß de E.S.O.	ESO 3ßA	98,12	40
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.2 % alumnos que en este momento promocionar°an (basado en el nß real de suspensos)	SECUNDARIA	3ß CICLO ESO	3ß de E.S.O.	ESO 3ßC	91,33	40
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.2 % alumnos que en este momento promocionar°an (basado en el nß real de suspensos)	SECUNDARIA	3ß CICLO ESO	3ß de E.S.O.	ESO 3ßB	43,94	40
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.2 % alumnos que en este momento promocionar°an (basado en el nß real de suspensos)	SECUNDARIA	2ß CICLO ESO	2ß de E.S.O.	ESO 2ßC	50,88	40
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.2 % alumnos que en este momento promocionar°an (basado en el nß real de suspensos)	SECUNDARIA	2ß CICLO ESO	2ß de E.S.O.	ESO 2ßA	6,26	40
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.2 % alumnos que en este momento promocionar°an (basado en el nß real de suspensos)	SECUNDARIA	2ß CICLO ESO	2ß de E.S.O.	ESO 2ßB	31,18	40
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.2 % alumnos que en este momento promocionar°an (basado en el nß real de suspensos)	SECUNDARIA	1ß CICLO ESO	1ß de E.S.O.	ESO 1ßB	17,97	40
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.2 % alumnos que en este momento promocionar°an (basado en el nß real de suspensos)	SECUNDARIA	1ß CICLO ESO	1ß de E.S.O.	ESO 1ßC	62,3	40
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.2 % alumnos que en este momento promocionar°an (basado en el nß real de suspensos)	SECUNDARIA	1ß CICLO ESO	1ß de E.S.O.	ESO 1ßA	49,51	40
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.2 % alumnos que en este momento promocionar°an (basado en el nß real de suspensos)	PRIMARIA	3ß CICLO PRIMARIA	6ß de Educ. Prima.	EPO 6ßA	72,72	80
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.2 % alumnos que en este momento promocionar°an (basado en el nß real de suspensos)	PRIMARIA	3ß CICLO PRIMARIA	6ß de Educ. Prima.	EPO 6ßB	97,24	80
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.2 % alumnos que en este momento promocionar°an (basado en el nß real de suspensos)	PRIMARIA	3ß CICLO PRIMARIA	5ß de Educ. Prima.	EPO 5ßA	2,57	80
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.2 % alumnos que en este momento promocionar°an (basado en el nß real de suspensos)	PRIMARIA	3ß CICLO PRIMARIA	5ß de Educ. Prima.	EPO 5ßB	76,05	80
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.2 % alumnos que en este momento promocionar°an (basado en el nß real de suspensos)	PRIMARIA	2ß CICLO PRIMARIA	4ß de Educ. Prima.	EPO 4ßA	39,41	80
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.2 % alumnos que en este momento promocionar°an (basado en el nß real de suspensos)	PRIMARIA	2ß CICLO PRIMARIA	4ß de Educ. Prima.	EPO 4ßB	91,14	80
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.2 % alumnos que en este momento promocionar°an (basado en el nß real de suspensos)	PRIMARIA	2ß CICLO PRIMARIA	3ß de Educ. Prima.	EPO 3ßA	10,62	80
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.2 % alumnos que en este momento promocionar°an (basado en el nß real de suspensos)	PRIMARIA	2ß CICLO PRIMARIA	3ß de Educ. Prima.	EPO 3ßB	58,46	80
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.2 % alumnos que en este momento promocionar°an (basado en el nß real de suspensos)	PRIMARIA	1ß CICLO PRIMARIA	2ß de Educ. Prima.	EPO 2ßA	46,07	80
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.2 % alumnos que en este momento promocionar°an (basado en el nß real de suspensos)	PRIMARIA	1ß CICLO PRIMARIA	2ß de Educ. Prima.	EPO 2ßB	25,4	80
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.2 % alumnos que en este momento promocionar°an (basado en el nß real de suspensos)	PRIMARIA	1ß CICLO PRIMARIA	1ß de Educ. Prima.	EPO 1ßA	49,02	80
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.2 % alumnos que en este momento promocionar°an (basado en el nß real de suspensos)	PRIMARIA	1ß CICLO PRIMARIA	1ß de Educ. Prima.	EPO 1ßB	99,54	80
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.2 % alumnos que en este momento promocionar°an (basado en el nß real de suspensos)	INFANTIL	2ß CICLO INFANTIL	Tres A§os	E.Inf. 3.A	61,15	90
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.2 % alumnos que en este momento promocionar°an (basado en el nß real de suspensos)	INFANTIL	2ß CICLO INFANTIL	Tres A§os	E.Inf. 3.B	77,66	90
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.2 % alumnos que en este momento promocionar°an (basado en el nß real de suspensos)	INFANTIL	2ß CICLO INFANTIL	Cuatro A§os	E.Inf. 4.B	58,05	90
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.2 % alumnos que en este momento promocionar°an (basado en el nß real de suspensos)	INFANTIL	2ß CICLO INFANTIL	Cuatro A§os	E.Inf. 4.A	18,6	90
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.2 % alumnos que en este momento promocionar°an (basado en el nß real de suspensos)	INFANTIL	2ß CICLO INFANTIL	Cinco A§os	E.Inf. 5.B	99,08	90
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.2 % alumnos que en este momento promocionar°an (basado en el nß real de suspensos)	INFANTIL	2ß CICLO INFANTIL	Cinco A§os	E.Inf. 5.A	65,51	90
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.2 % alumnos que en este momento promocionar°an (basado en el nß real de suspensos)	FORMACION PROFESIONAL	FORMACI‡N PROFESIONAL BµSICA	2ß de F.P.B. (Electricidad y Electr¢nica)	2ß FPB	90,09	20
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.2 % alumnos que en este momento promocionar°an (basado en el nß real de suspensos)	FORMACION PROFESIONAL	FORMACI‡N PROFESIONAL BµSICA	1ß de F.P.B. (Electricidad y Electr¢nica)	1ß FPB	53,98	20
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.2 % alumnos que en este momento promocionar°an (basado en el nß real de suspensos)	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO SUPERIOR	2ß F.P.I.G.S. (Desarrollo de Aplicaciones Multiplataforma)	2 D.A.Mult	6,93	40
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.2 % alumnos que en este momento promocionar°an (basado en el nß real de suspensos)	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO SUPERIOR	2ß F.P.I.G.S. (Administraci¢n y Finanzas)	2ß Adm-Fin	65,81	40
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.2 % alumnos que en este momento promocionar°an (basado en el nß real de suspensos)	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO SUPERIOR	1ß F.P.I.G.S. (Desarrollo de Aplicaciones Multiplataforma)	1 D.A.Mult	90,97	40
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.2 % alumnos que en este momento promocionar°an (basado en el nß real de suspensos)	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO SUPERIOR	1ß F.P.I.G.S. (Administraci¢n y Finanzas)	1ß Adm-Fin	90,74	40
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.2 % alumnos que en este momento promocionar°an (basado en el nß real de suspensos)	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	2ß F.P.I.G.M. (Instalaciones de Telecomunicaciones)	2ß ITelec	10,75	40
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.2 % alumnos que en este momento promocionar°an (basado en el nß real de suspensos)	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	2ß F.P.I.G.M. (Instalaciones ElÇctricas y Autom†ticas)	2ß Ins Aut	74,57	40
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.2 % alumnos que en este momento promocionar°an (basado en el nß real de suspensos)	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	2ß F.P.I.G.M. (Gesti¢n Administrativa)	2ß Gesti¢n	95,69	40
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.2 % alumnos que en este momento promocionar°an (basado en el nß real de suspensos)	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	2ß F.P.I.G.M. (Actividades Comerciales)	2ß Comerci	88,48	40
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.2 % alumnos que en este momento promocionar°an (basado en el nß real de suspensos)	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	1ß F.P.I.G.M. (Instalaciones de Telecomunicaciones)	1ß ITelec	11,9	40
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.2 % alumnos que en este momento promocionar°an (basado en el nß real de suspensos)	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	1ß F.P.I.G.M. (Instalaciones ElÇctricas y Autom†ticas)	1ß Ins Aut	26,41	40
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.2 % alumnos que en este momento promocionar°an (basado en el nß real de suspensos)	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	1ß F.P.I.G.M. (Gesti¢n Administrativa)	1ß Gesti¢n	46,47	40
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.2 % alumnos que en este momento promocionar°an (basado en el nß real de suspensos)	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	1ß F.P.I.G.M. (Actividades Comerciales)	1ß Comerci	67,17	40
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.2 % alumnos que en este momento promocionar°an (basado en el nß real de suspensos)	BACHILLERATO	2ß CICLO BACHILLER	SEGUNDO BACHILLERATO	2ßB Bach	39,8	40
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.2 % alumnos que en este momento promocionar°an (basado en el nß real de suspensos)	BACHILLERATO	2ß CICLO BACHILLER	SEGUNDO BACHILLERATO	2ßA Bach	92,7	40
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.2 % alumnos que en este momento promocionar°an (basado en el nß real de suspensos)	BACHILLERATO	2ß CICLO BACHILLER	SEGUNDO BACHILLERATO	2ßC Bach	57,94	40
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.2 % alumnos que en este momento promocionar°an (basado en el nß real de suspensos)	BACHILLERATO	1ß CICLO BACHILLER	PRIMERO BACHILLERATO	1ßC Bach	97,71	40
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.2 % alumnos que en este momento promocionar°an (basado en el nß real de suspensos)	BACHILLERATO	1ß CICLO BACHILLER	PRIMERO BACHILLERATO	1ßB Bach	91,51	40
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.2 % alumnos que en este momento promocionar°an (basado en el nß real de suspensos)	BACHILLERATO	1ß CICLO BACHILLER	PRIMERO BACHILLERATO	1ßA Bach	2,51	40
P.C. 05. ACCI‡N DOCENTE (PROC. EDUC. EN EL AULA)	IND 05.13 Grado de satisfacci¢n del profesorado con las actividades complementarias	SECUNDARIA	4ß CICLO ESO	4ß de E.S.O.	ESO 4ßC	61,52	70
